#BOF|2022.03.14|03:30:03
#SYM|CUR|NAME|CON|ISIN|REBATERATE|FEERATE|AVAILABLE|
TATAPOWER|INR|TATA POWER CO LTD|95168502|INE245A01021|NA|NA|3200000|
TATASTEEL|INR|TATA STEEL LTD|44652069|INE081A01012|NA|NA|4400000|
TATASTLBS|INR|TATA STEEL BSL LIMITED|79346231|INE824B01021|NA|NA|200000|
TBZ|INR|TRIBHOVANDAS BHIMJI ZAVERI L|107108231|INE760L01018|NA|NA|300000|
TCS|INR|TATA CONSULTANCY SVCS LTD|44652015|INE467B01029|8.9500|0.7500|1200000|
THERMAX|INR|THERMAX LIMITED|56985279|INE152A01029|NA|NA|75000|
TI|INR|TILAKNAGAR INDUSTRIES LTD|64690012|INE133E01013|NA|NA|600000|
TITAN|INR|TITAN CO LTD|90181242|INE280A01028|NA|NA|1800000|
TORNTPHAR|INR|TORRENT PHARMACEUTICALS LTD|56986878|INE685A01028|NA|NA|60000|
TORNTPOWE|INR|TORRENT POWER LTD|56986853|INE813H01021|NA|NA|350000|
TREEHOUSE|INR|TREE HOUSE EDUCATION AND ACC|93685129|INE040M01013|NA|NA|150000|
TTML|INR|TATA TELESERVICES MAHARASHTR|56986900|INE517B01013|NA|NA|2000000|
TV18BRDCS|INR|TV18 BROADCAST LTD|56985560|INE886H01027|NA|NA|8500000|
TVSMOTOR|INR|TVS MOTOR CO LTD|56986838|INE494B01023|NA|NA|1100000|
UBL|INR|UNITED BREWERIES LTD|56983324|INE686F01025|NA|NA|1300000|
UCOBANK|INR|UCO BANK|56983333|INE691A01018|NA|NA|2700000|
ULTRACEMC|INR|ULTRATECH CEMENT LTD|56983383|INE481G01011|NA|NA|200000|
UNICHEMLA|INR|UNICHEM LABORATORIES LTD|80268265|INE351A01035|NA|NA|90000|
UNIONBANK|INR|UNION BANK OF INDIA|56983358|INE692A01016|NA|NA|2200000|
UNITECH|INR|UNITECH LIMITED|50486115|INE694A01020|NA|NA|>10000000|
UPL|INR|UPL LTD|56983369|INE628A01036|NA|NA|2200000|
UTTAMSTL|INR|UTTAM GALVA STEELS LTD|56983393|INE699A01011|NA|NA|600000|
VAKRANGEE|INR|VAKRANGEE LTD|105733346|INE051B01021|NA|NA|800000|
VEDL|INR|VEDANTA LTD|56988951|INE205A01025|NA|NA|1800000|
VIDEOIND|INR|VIDEOCON INDUSTRIES LTD|56983700|INE703A01011|NA|NA|500000|
VIPIND|INR|V.I.P. INDUSTRIES LTD|96818264|INE054A01027|NA|NA|600000|
VOLTAS|INR|VOLTAS LIMITED|56983785|INE226A01021|NA|NA|1600000|
VSTIND|INR|VST INDUSTRIES LIMITED|56983811|INE710A01016|NA|NA|9000|
VTL|INR|VARDHMAN TEXTILES LTD|56983817|INE825A01012|NA|NA|40000|
WABCOINDI|INR|WABCO INDIA LIMITED|75733326|INE342J01019|NA|NA|3000|
WELCORP|INR|WELSPUN CORP LTD|56983266|INE191B01025|NA|NA|1100000|
WHEELS|INR|WHEELS INDIA LTD|56983272|INE715A01015|NA|NA|40000|
WHIRLPOOL|INR|WHIRLPOOL OF INDIA LTD|64685820|INE716A01013|NA|NA|150000|
WIPRO|INR|WIPRO LTD|44652030|INE075A01022|8.9500|0.7500|1500000|
WSTCSTPAP|INR|WEST COAST PAPER MILLS LTD|56983262|INE976A01021|NA|NA|300000|
ZEEL|INR|ZEE ENTERTAINMENT ENTERPRISE|44652165|INE256A01028|NA|NA|2900000|
ZYDUSWELL|INR|ZYDUS WELLNESS LTD|64690638|INE768C01010|NA|NA|25000|
#EOF|318
